result,answer,code,test_code,id,query,img_path,possible_answers
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.simple_query(""Is there a backpack to the right of the man?"") == ""yes"":
        return ""yes""
    # In which part is the bread, the bottom or the top?
    if image_patch.simple_query(""In which part is the bread, the bottom or the top?"") == ""top"":
        return ""top""
    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")
    # Who is the man staring at?
    return image_patch.simple_query(""Who is the man staring at?"")
    # What toy is wearing a shirt?
    return image_patch.simple_query(""What toy is wearing a shirt?"")
    # What is behind the pole?
    return image_patch.simple_query(""What is behind the pole?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201307251,Is it overcast?,data/images/n161313.jpg,"No, it is clear."
woman,women,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a person?"", long_answer=False) == 'yes', ""Expected output to be a person""
    return result",201640614,Who is wearing the dress?,data/images/n235859.jpg,The women are wearing a dress.
yes,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",202225914,Does the utensil on top of the table look clean and black?,data/images/n336443.jpg,"No, the fork is clean but silver."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",2062325,Is the surfer that looks wet wearing a wetsuit?,data/images/n179136.jpg,"Yes, the surfer is wearing a wetsuit."
5 feet,short,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert result in ['tall','short'], ""Expected output to be tall or short""
    # Test case 2:
    assert not any(char.isdigit() for char in result), ""Expected output to not have numbers""
    return result",201303229,How tall is the chair in the bottom of the photo?,data/images/n518912.jpg,The chair is short.
computer,keyboard,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201902997,What kind of device is on top of the desk?,data/images/n435808.jpg,The device is a keyboard.
ocean,ocean,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} an airplane?"", long_answer=False) == 'yes', ""Expected output to be an airplane""
    return result",20567512,What is the airplane flying above?,data/images/n414992.jpg,The plane is flying above the ocean.
red,red,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a color?"", long_answer=False) == 'yes', ""Expected output to be a color""
    return result",20136592,What color are the pants?,data/images/n446242.jpg,The pants are red.
brown,brown,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.simple_query(""Is there a backpack to the right of the man?"") == ""yes"":
        return ""yes""
    # In which part is the bread, the bottom or the top?
    elif image_patch.simple_query(""In which part is the bread, the bottom or the top?"") == ""top"":
        return ""top""
    # What type of weather do you see in the photograph?
    elif image_patch.simple_query(""What type of weather do you see in the photograph?"") == ""sunny"":
        return ""sunny""
    # Who is the man staring at?
    elif image_patch.simple_query(""Who is the man staring at?"") == ""woman"":
        return ""woman""
    # What toy is wearing a shirt?
    elif image_patch.simple_query(""What toy is wearing a shirt?"") == ""teddy bear"":
        return ""teddy bear""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['blue', 'brown'], ""Expected output to be blue or brown""
    return result",20602803,Is the ground blue or brown?,data/images/n168412.jpg,The ground is brown.
curtains,drapes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    # Is there a backpack to the right of the man?
    if image_patch.exists(""backpack"") and image_patch.exists(""man""):
        man_patches = image_patch.find(""man"")
        backpack_patches = image_patch.find(""backpack"")
        scores = []
        for backpack_patch in backpack_patches:
            score = 1 - soft_left_of(man_patches[0], backpack_patch)
            scores.append(score)
        avg_score = np.mean(scores)
        return ""yes"" if avg_score > 0.5 else ""no""

    # In which part is the bread, the bottom or the top?
    if image_patch.exists(""bread""):
        bread_patches = image_patch.find(""bread"")
        score_top = soft_above(image_patch, bread_patches[0])
        return ""top"" if score_top > 0.5 else ""bottom""

    # What type of weather do you see in the photograph?
    return image_patch.simple_query(""What type of weather do you see in the photograph?"")

    # Who is the man staring at?
    return image_patch.simple_query(""Who is the","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201079951,What is around the open window?,data/images/n23181.jpg,The draperies are around the window.
