result,answer,code,test_code,id,query,img_path,possible_answers
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""Is it overcast?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201307251,Is it overcast?,data/images/n161313.jpg,"No, it is clear."
woman,women,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""Who is wearing the dress?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a person?"", long_answer=False) == 'yes', ""Expected output to be a person""
    return result",201640614,Who is wearing the dress?,data/images/n235859.jpg,The women are wearing a dress.
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    utensil_patches = image_patch.find(""utensil"")
    # Question assumes only one utensil patch
    if len(utensil_patches) == 0:
        # If no utensil is found, query the image directly
        return image_patch.simple_query(""Does the utensil on top of the table look clean and black?"")

    table_patches = image_patch.find(""table"")
    if len(table_patches) == 0:
        return ""no""

    # Use soft spatial reasoning for all pairs of patches
    scores = []
    for utensil_patch in utensil_patches:
        for table_patch in table_patches:
            # ""utensil on top of table"" probability
            score = image_patch.soft_above(utensil_patch, table_patch)
            scores.append(score)

    avg_score = sum(scores) / len(scores)
    if avg_score > 0.5:
        return image_patch.simple_query(""Is the utensil on top of the table clean and black?"")
    else:
        return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",202225914,Does the utensil on top of the table look clean and black?,data/images/n336443.jpg,"No, the fork is clean but silver."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    surfer_patches = image_patch.find(""surfer"")
    # Question assumes only one surfer patch
    if len(surfer_patches) == 0:
        # If no surfer is found, query the image directly
        return image_patch.simple_query(""Is the surfer that looks wet wearing a wetsuit?"")

    for surfer_patch in surfer_patches:
        is_wet = (surfer_patch.simple_query(""Is the surfer wet?"") == ""yes"")
        if is_wet:
            is_wearing_wetsuit = (surfer_patch.simple_query(""Is the surfer wearing a wetsuit?"") == ""yes"")
            return ""yes"" if is_wearing_wetsuit else ""no""
    # If no surfer is wet, query the image directly
    return image_patch.simple_query(""Is the surfer that looks wet wearing a wetsuit?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",2062325,Is the surfer that looks wet wearing a wetsuit?,data/images/n179136.jpg,"Yes, the surfer is wearing a wetsuit."
5 feet,short,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    chair_patches = image_patch.find(""chair"")
    # Question assumes only one chair patch
    if len(chair_patches) == 0:
        # If no chair is found, query the image directly
        return image_patch.simple_query(""How tall is the chair in the bottom of the photo?"")
    chair_patch = chair_patches[0]

    # Use soft vertical reasoning: bottom if below the image center
    score_bottom = image_patch.soft_above(image_patch, chair_patch)
    return ""bottom"" if score_bottom > 0.5 else ""top""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert result in ['tall','short'], ""Expected output to be tall or short""
    # Test case 2:
    assert not any(char.isdigit() for char in result), ""Expected output to not have numbers""
    return result",201303229,How tall is the chair in the bottom of the photo?,data/images/n518912.jpg,The chair is short.
yes,keyboard,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    device_patches = image_patch.find(""device"")
    # Question assumes only one device patch
    if len(device_patches) == 0:
        # If no device is found, query the image directly
        return image_patch.simple_query(""What kind of device is on top of the desk?"")
    device_patch = device_patches[0]
    desk_patches = image_patch.find(""desk"")
    if len(desk_patches) == 0:
        return ""no""

    # Use soft spatial reasoning to determine the relation
    scores = []
    for desk_patch in desk_patches:
        # ""device above desk"" probability
        score = image_patch.soft_above(device_patch, desk_patch)
        scores.append(score)

    avg_score = sum(scores) / len(scores)
    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201902997,What kind of device is on top of the desk?,data/images/n435808.jpg,The device is a keyboard.
ocean,ocean,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    airplane_patches = image_patch.find(""airplane"")
    # Question assumes only one airplane patch
    if len(airplane_patches) == 0:
        # If no airplane is found, query the image directly
        return image_patch.simple_query(""What is the airplane flying above?"")
    airplane_patch = airplane_patches[0]

    # Use soft vertical reasoning: above if above the image center
    score_above = image_patch.soft_above(image_patch, airplane_patch)
    return ""above"" if score_above > 0.5 else ""below""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} an airplane?"", long_answer=False) == 'yes', ""Expected output to be an airplane""
    return result",20567512,What is the airplane flying above?,data/images/n414992.jpg,The plane is flying above the ocean.
red,red,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    pants_patches = image_patch.find(""pants"")
    # Question assumes only one pants patch
    if len(pants_patches) == 0:
        # If no pants are found, query the image directly
        return image_patch.simple_query(""What color are the pants?"")
    pants_patch = pants_patches[0]
    color = pants_patch.simple_query(""What color are the pants?"")
    return color","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    # Test case 3:
    assert llm_query(f""Is {result} a color?"", long_answer=False) == 'yes', ""Expected output to be a color""
    return result",20136592,What color are the pants?,data/images/n446242.jpg,The pants are red.
brown,brown,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    ground_patches = image_patch.find(""ground"")
    # Question assumes only one ground patch
    if len(ground_patches) == 0:
        # If no ground is found, query the image directly
        return image_patch.simple_query(""Is the ground blue or brown?"")
    ground_patch = ground_patches[0]

    # Use soft color reasoning: blue if color is similar to blue
    blue_score = image_patch.sigmoid(ground_patch.simple_query(""Is the ground blue?""))
    brown_score = image_patch.sigmoid(ground_patch.simple_query(""Is the ground brown?""))

    return ""blue"" if blue_score > brown_score else ""brown""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['blue', 'brown'], ""Expected output to be blue or brown""
    return result",20602803,Is the ground blue or brown?,data/images/n168412.jpg,The ground is brown.
no,drapes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    window_patches = image_patch.find(""window"")
    # Question assumes only one window patch
    if len(window_patches) == 0:
        # If no window is found, query the image directly
        return image_patch.simple_query(""What is around the open window?"")
    window_patch = window_patches[0]

    # Use soft spatial reasoning to determine the relation
    scores = []
    for object_patch in image_patch.find(""object""):
        # ""object left of window"" probability → reverse for ""window left of object""
        score = 1 - image_patch.soft_left_of(window_patch, object_patch)
        scores.append(score)
    avg_score = sum(scores) / len(scores)

    return ""yes"" if avg_score > 0.5 else ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    assert isinstance(result, str), ""Expected output to be string.""
    # Test case 2:
    assert len(result.split()) in [1,2], ""Expected output to be one or two words""
    return result",201079951,What is around the open window?,data/images/n23181.jpg,The draperies are around the window.
